id,label,info_text,placeholder,static_content,hint_text
untergrund-auffuellhoehe,Untergrund Auffüllhöhe (cm),Altezza di riempimento sottosuolo (cm),,,
untergrund-menge,Untergrund Menge (m³),Quantità sottosuolo (m³),,,
unterschriftenberechtigung,"Unterschriftenberechtigung (Begleitscheine, Lieferscheine)","Diritto di firma (moduli di accompagnamento, bolle di consegna)",,,
urspruenglicher-zweck-der-baute,Ursprünglicher Zweck der Baute,"Scopo originario della costruzione",,,
uvp-pflicht,Ist das Bauvorhaben UVP-pflichtig?,Per il progetto di costruzione vige l'obbligo di un EIA?,,,
verantwortliche-person-qss,Verantwortliche Person QSS,Persona responsabile GGQ,,,
verantwortliches-installationsunternehmen,Verantwortliches Installationsunternehmen,Azienda di installazione responsabile,,,
verbrauch-kg-pro-jahr,Verbrauch (kg pro Jahr),Consumo (kg all'anno),,,
verdampferanlage,Verdampferanlage,Evaporatore,,,
vereinbarkeit-zweitwohnungsgesetz,Vereinbarkeit Zweitwohnungsgesetz,"Conciliabilità legge sulle abitazioni secondarie",,,
verfahren-geraet,Verfahren / Gerät,Procedura / dispositivo,,,
verfahren-produkte,"Verfahren, Produkte","Procedura, prodotti",,,Kurzbeschreibung
verfahrensart,Verfahrensart,Tipo di procedura,,,
verursacher-emissionen,Was verursacht die Emissionen,Cosa provoca le emissioni,,,
verwendete-stoffe-und-produkte,Verwendete Stoffe und Produkte,Sostanze e prodotti usati,,,
verwendete-stoffe-und-produkte-titel,Verwendete Stoffe und Produkte Titel,Sostanze e prodotti usati titolo,,"---
#### Verwendete Stoffe und Produkte Titel",
verwendungszweck-des-gases,Verwendungszweck des Gases,Scopo di utilizzazione del gas,,,
veva-nr,VeVA-Nr.,N. OTRif,,,
vkf-anerkennung-abgasanlage,VKF-Anerkennung oder Leistungserklärung (DoP),Riconoscimento AICAA o dichiarazione di prestazione (DoP),,,
vkf-anerkennungenleistungserklaerung-dop,VKF-Anerkennungen/Leistungserklärung (DoP),Riconoscimento AICAA/dichiarazione di prestazione (DoP),,,
vkf-nr,VKF Nr.,N. AICAA,,,
vkf-nr-ableitung-der-abgase,VKF-Nr.,N. AICAA,,,
vkf-nr-brandschutzelement-ableitung-der-abgase,VKF-Nr. Brandschutzelement (z.B. Ummauerung/Schacht),N. AICAA elemento antincendio (ad es. muratura/vano),,,
vkf-nr-brandschutzelement-agbasanlage,VKF-Nr. Brandschutzelement (z.B. Ummauerung/Schacht),N. AICAA elemento antincendio (ad es. muratura/vano),,,
vkf-nr-tuere-ableitung-der-abgase,VKF-Nr.,N. AICAA,,,
voc-bzw-voc-haltige-produkte,VOC bzw. VOC-haltige Produkte,COV o prodotti contenenti COV,,,
voc-gehalt,VOC-Gehalt (in %),Tenore VOC (in %),,,
voc-menge-kg-pro-jahr,VOC-Menge (kg pro Jahr),Quantità di COV (kg all'anno),,,
volumen-rc-produkt,Volumen (m³ oder t),Volume (m³ o t),,,
volumen-rueckhaltebehaelter,Volumen (m³),Volume (m³),,,
vorabklaerung-ersichtlich,Vorabklärung in den Gesuchsunterlagen ersichtlich bzw. im System bereits vorhanden?,Esame preliminare visibile nella documentazione di domanda o già inserito nel sistema?,,,
vorabklaerung-in-den-gesuchsunterlagen-ersichtlich-bzw-im-system-bereits-vorhanden,Vorabklärung in den Gesuchsunterlagen ersichtlich bzw. im System bereits vorhanden?,Esame preliminare visibile nella documentazione di domanda o già inserito nel sistema?,,,
vorabklaerungspflicht,"Besteht eine Vorabklärungspflicht (Kantonsstrasse, Gefahrenzone, Altlasten etc.)?","È necessario un chiarimento in via preliminare (strada cantonale, zona di pericolo, siti contaminati, ecc.)?",,,
waschwasserbezug,Waschwasserbezug,Prelievo dell'acqua di lavaggio,,,
vorablaerungsbericht-tiefbauamt-fuer-strassenreklamen-art-52-abs-2-krvo,Vorabklärungsbericht Tiefbauamt für Strassenreklamen (Art. 52 Abs. 2 KRVO),Esame preliminare dell'Ufficio tecnico per pubblicità stradali (art. 52 cpv. 2 OPTC),,,
vorablaerungsbericht-tiefbauamt-leitungen,Vorabklärungsbericht Tiefbauamt für Leitungen in und über Kantonsstrasse (Art. 52 Abs. 2 KRVO),Esame preliminare dell'Ufficio tecnico per condotte nella e sopra la strada cantonale (art. 52 cpv. 2 OPTC),,,
vorablaerungsbericht-tiefbauamt-naeherbauten,"Vorabklärungsbericht Tiefbauamt für Näherbauten, Zufahrten, Zugänge, Parkplätze usw. (Art. 52 Abs. 2 KRVO)","Esame preliminare dell'Ufficio tecnico per costruzioni a distanze ridotte, accessi carrabili e pedonali, parcheggi, ecc. (art. 52 cpv. 2 OPTC)",,,
vorablaerungsbericht-tiefbauamt-strassenreklamen,Vorabklärungsbericht Tiefbauamt für Strassenreklamen (Art. 52 Abs. 2 KRVO),Esame preliminare dell'Ufficio tecnico per pubblicità stradali (art. 52 cpv. 2 OPTC),,,
voraussichtliche-bauvollendung,Voraussichtliche Bauvollendung,Ultimazione prevista dei lavori,,,
voraussichtliche-bauvollendung-text,Voraussichtliche Bauvollendung,Ultimazione prevista dei lavori,,,
vorgesehene-abwasserableitung,Vorgesehene Abwasserableitung,Evacuazione prevista delle acque di scarico,,,
vorgesehene-abwasserableitung-titel,Vorgesehene Abwasserableitung Titel,Evacuazione prevista delle acque di scarico titolo,,"---
#### Vorgesehene Abwasserableitung",
vorgesehene-abwasservorbehandlung,Vorgesehene Abwasservorbehandlung,Pretrattamento previsto delle acque di scarico,,,
vorgesehene-abwasservorbehandlung-titel,Vorgesehene Abwasservorbehandlung Titel,Pretrattamento previsto delle acque di scarico titolo,,"---
#### Vorgesehene Abwasservorbehandlung",
vorgesehene-entnahme-pro-jahr,Vorgesehene Entnahme pro Jahr (m³),Prelievi previsti all'anno (m³),,,
vorgesehener-einbautermin,Vorgesehener Einbautermin,Data prevista per l'impiego,,,
vorhaben,Vorhaben,"Progetto",,,
vorhaben-titel,Vorhaben Titel,Progetto titolo,,### Vorhaben,
vorhandene-brandschutztechnische-einrichtungen,"Vorhandene bzw. vorgesehene brandschutztechnische Einrichtungen (z.B. Sprinkler-, Brandmelde-, Blitzschutz-, Rauch- und Wärmeabzugsanlage, Sicherheitsbeleuchtung und dgl.)","Dispositivi di protezione antincendio presenti o previsti (ad es. impianti Sprinkler, rilevatori di incendio, parafulmini, rilevatori di fumo e dispositivi di evacuazione di calore, illuminazione di sicurezza e simili)",,,
vorname-unterschriftenberechtigung,Vorname,Nome,,,
waermedaemmung-der-aussenwand,Wärmedämmung der Aussenwand,Isolamento termico della parete esterna,,,
waerme-der-dampferzeugung-feuerungsbetrieb,Wärme der Dampferzeugung,Calore della produzione di vapore,,,
waermeentzug-aus-erdwaermesonde,Wärmeentzug aus Erdwärmesonde (kWh),Estrazione di calore dalla sonda geotermica (kWh),,,
waermeerzeuger-heizung,Wärmeerzeuger Heizung,"Generatore di calore riscaldamento",,,
waermeerzeuger-warmwasser,Wärmeerzeuger Warmwasser,"Generatore di calore acqua calda",,,
waermepumpenanlage,Wärmepumpenanlage,Pompa termica,,,
waermepumpenanlage-titel,Wärmepumpenanlage Titel,Pompa termica titolo,,### Gesuch um Bewilligung einer Wärmepumpenanlage,
waermepumpenanlage-untertitel,Wärmepumpenanlage Untertitel,Pompa termica sottotitolo,,"---
#### Wärmepumpenanlage",
waermequelle-titel,Wärmequelle Titel,Fonte di calore titolo,,"---
#### Wärmequelle",
waermespeicher-holzfeuerung,Wärmespeicher,Accumulatore di calore,,,In Liter oder m³
waermetraegerfluessigkeit,Wärmeträgerflüssigkeit,Tipo di fluido termovettore,,,
waermetraegerfluessigkeit-erdregister,Wärmeträgerflüssigkeit,Tipo di fluido termovettore,,,
waermetraegertyp,Wärmeträgertyp,Tipo di vettore termico,,,
waldareal,Wald betroffen oder im Waldabstandsbereich,Bosco interessato o nella fascia di arretramento dalla bosco,,,
waschwasser-behandlung,Waschwasser-Behandlung,Trattamento dell'acqua di lavaggio,,,
was-fuer-eine-anlage-wird-erstellt,Was für eine Anlage wird erstellt?,Che tipo di impianto viene realizzato?,,,
wasserentnahme-aus-oberflaechengewaessern,Wasserentnahme aus Oberflächengewässern,Prelievo da acque di superficie,,,
wasserentnahme-aus-oberflaechengewaessern-titel,Wasserentnahme aus Oberflächengewässern Titel,Prelievo da acque di superficie titolo,,### Wasserentnahme aus Oberflächengewässern,
wasserentnahmemenge,Wasserentnahmemenge (l/s),Quantità d'acqua prelevata (l/s),,,
wasserfoerderung-titel,Wasserförderung Titel,Pompaggio dell'acqua titolo,,"---
#### Wasserförderung",
wassergehalt,Wassergehalt,Tenore di acqua,,,
wasserloeschposten-standorte,Wasserlöschposten Standorte,Ubicazioni posti di spegnimento,,,
wasserloeschposten-stueck,Wasserlöschposten (Stück),Posti di spegnimento (unità),,,
was-verursacht-die-emissionen,Was verursacht die Emissionen?,Cosa provoca le emissioni?,,,
weitere-angaben-zum-stockwerk,Weitere Angaben zum Stockwerk,Ulteriori indicazioni relative al piano,,,
weitere-anschluesse,Weitere Anschlüsse,Ulteriori allacciamenti,,,
weitere-anschluesse-abgasanlage,Weitere Anschlüsse,Ulteriori allacciamenti,,,
weitere-anschluesse-ableitung-der-abgase,Weitere Anschlüsse,Ulteriori allacciamenti,,,
weitere-energie-waermequelle-heizung,Weitere Energie-/Wärmequelle Heizung,Altra fonte di energia/calore riscaldamento,,,
weitere-energie-waermequelle-warmwasser,Weitere Energie-/Wärmequelle Warmwasser,Altra fonte di energia/calore acqua calda,,,
weitere-materielle-pruefung,Weitere materielle Prüfung Titel,Altro esame materiale titolo,,"---
#### Weitere materielle Prüfung gemäss Baugesetz der Gemeinde durchgeführt",
weitere-standorte-im-kanton,Weitere Standorte im Kanton,Ulteriori ubicazioni nel Cantone,,,
weitere-waermeerzeuger-heizung,Weitere Wärmeerzeuger Heizung,Ulteriore generatore di calore riscaldamento,,,
weitere-waermeerzeuger-warmwasser,Weitere Wärmeerzeuger Warmwasser,Ulteriore generatore di calore acqua calda,,,
welche-abfaelle-fallen-in-ihrem-betrieb-an,Welche Abfälle fallen in Ihrem Betrieb an?,Quali rifiuti risultano nella sua azienda?,,,
werden-flaechen-beheizt,Werden Flächen beheizt?,Vengono riscaldate delle superfici?,,,
werden-neue-wohnungen-erstellt,Werden neue Wohnungen erstellt?,Vengono realizzate nuove abitazioni?,,,
werden-schutzplaetze-erstellt,Werden Schutzplätze erstellt?,Vengono realizzati nuovi posti protetti?,,,
werkstoff-behaelter,Werkstoff Behälter,Materiale del contenitore,,,
wie-ist-das-gewaesser-betroffen,Wie ist das Gewässer betroffen?,In che modo è interessato il corpo d'acqua?,,,
wie-viele-liter-benzin-wird-pro-jahr-umgeschlagen,Wie viele Liter Benzin wird pro Jahr umgeschlagen?,Quanti litri di benzina vengono trasbordati ogni anno?,,,
wie-viel-liter-diesel-wird-pro-jahr-umgeschlagen,Wie viel Liter Diesel wird pro Jahr umgeschlagen?,Quanti litri di diesel vengono trasbordati ogni anno?,,,
wie-werden-abluft-resp-abgase-abgefuehrt,Wie werden Abluft resp. Abgase abgeführt?,Come vengono rimossi l'aria di scarico o i gas di scarico?,,,
wie-wird-die-prozessabluft-abgeleitet,Wie wird die Prozessabluft abgeleitet?,Come viene evacuata l'aria di processo estratta?,,,
winkel-45-grad,Ist die Anlage von unten in einem Winkel von 45 Grad betrachtet sichtbar?,L'impianto è visibile dal basso con un'angolazione di 45 gradi?,,,
wird-abluft-abgeleitet,Wird die Abluft abgeleitet,L'aria di scarico viene evacuata?,,,
wird-boden-oder-untergrundmaterial-abgefuehrt,Wird Boden- oder Untergrundmaterial abgeführt?,Viene rimosso suolo o materiale del sottosuolo?,,,
wird-boden-oder-untergrundmaterial-zugefuehrt,Wird Boden- oder Untergrundmaterial zugeführt?,Viene apportato suolo o materiale del sottosuolo?,,,
wird-ein-neues-guellelager-erstellt,Wird ein neues Güllelager erstellt?,Viene realizzato un nuovo serbatoio per il colaticcio?,,,
wird-ein-neues-mistlager-erstellt,Wird ein neues Mistlager erstellt?,Viene realizzato un nuovo letamaio?,,,
wird-material-vor-ort-aufbereitet,Wird Material vor Ort aufbereitet?,Viene trattato del materiale sul posto?,,,
wohnhaus-anzahl-zimmer,Anzahl Zimmer,Numero di locali,,,
wohnhaus-bestandteil-landwirtschaftliches-gewerbe,Ist das Wohnhaus Bestandteil eines landwirtschaftlichen Gewerbes im Sinne des bäuerlichen Bodenrechts?,"L'abitazione fa parte dell'azienda agricola ai sensi del diritto fondiario rurale?",,,
wohnhaus-bewohnt-durch-2,Wohnhaus bewohnt durch,Abitazione utilizzata da,,,
wohnnutzung,Bauvorhaben mit Wohnnutzung / Beherbergungsbetrieb / öffentliche Bauten,Progetto di costruzione con utilizzazione a scopi abitativi / esercizio ricettivo / edifici pubblici,,,
wohn-oder-ferienhaus-titel,Wohn- oder Ferienhaus Titel,Casa di abitazione o di vacanza titolo,,"---
#### Wohn- oder Ferienhaus",
wohnungen,Wohnungen,Abitazioni,,,
wohnungsgroesse,Anzahl Zimmer,"Numero di locali",,,
zeitpunkt-der-inbetriebnahme,Zeitpunkt der Inbetriebnahme,Momento della messa in esercizio,,,
zonenkonformitaet-titel,Zonenkonformität Titel,Conformità alla zona titolo,,"---
#### Zonenkonformität",
zugehoerigkeit,Dazugehöriges Gebäude,Relativo edificio,,,
zulaessiger-betriebsueberdruck,Zulässiger Betriebsüberdruck (bar),Sovrapressione d'esercizio ammessa (bar),,,
zulassung,Zulassung,Ammissione,,,
zulassung-2,Zulassung,Ammissione,,,
zulassung-auskleidung,Zulassung,Ammissione,,,
zusatzbewilligung-kantonsstrassen,Bauvorhaben an Kantonsstrassen:  Vorprüfungsbericht des Bezirkstiefbauamts,Progetti di costruzione lungo le strade cantonali:  rapporto dell'esame preliminare dell'Ufficio tecnico di Circondario,,,
zusatzbewilligung-kantonsstrassen-belasteter-standort,Zusatzbewilligung belasteter Standort (Art. 52 Abs. 2 KRVO),Autorizzazione supplementare sito contaminato (art. 52 cpv. 2 OPTC),,,
e-grid-nr,E-GRID-Nr.,N. E-GRID,,,
zusatzbewilligung-naturgefahren,Naturgefahren: Vorprüfungsentscheid Prüfingenieur der Gebäudeversicherung Graubünden,Pericoli naturali: decisione relativa all'esame preliminare dell'ingegnere verificatore dell'Assicurazione fabbricati dei Grigioni,,,
zustaendige-person-abfallanlage,Zuständige Person,Persona responsabile,,,
zustand,Zustand,Stato,,,
zweckaenderung-der-baute,Zweckänderung der Baute in,"Destinazione ad altro scopo della costruzione in",,,
zweck-der-bohrung,Zweck der Bohrung oder des Eingriffs,Scopo della trivellazione o dell'intervento,,,
zweck-der-strom-waermeerzeugung,Zweck der Strom- / Wärmeerzeugung,Scopo della produzione di elettricità/di calore,,,
zweck-der-waermeerzeugung-feuerungsbetrieb,Zweck der Wärmeerzeugung,Scopo della produzione di calore,,,
zweck-der-wasserentnahme,Zweck der Wasserentnahme,Scopo del prelievo di acqua,,,
zweitwohnungsgesetz,Kommt das Zweitwohnungsgesetz in der Standortgemeinde zur Anwendung?,"Nel comune di ubicazione si applica la legge sulle abitazioni secondarie?",,,
zwg,Nutzungsbeschränkung ZWG,"Limitazione d'uso LASec",,,
zwischendecken,Zwischendecken,Solette,,,
zwischenraumueberwachung,Zwischenraumüberwachung,Sorveglianza dello spazio interstiziale,,,
baurecht-nummer,Baurecht-Nummer,"Numero del diritto di superficie",,,
beschreibung-projektaenderung,Beschreibung Projektänderung,Descrizione della modifica del progetto,,,
e-mail-gesuchstellerin,E-Mail,E-mail,,,
folgeplanung,Folgeplanung,"Pianificazione consecutiva",,,
gemeinde,Zuständige Gemeinde,Comune competente,,,
genereller-erschliessungsplan,Genereller Erschliessungsplan,"Piano generale di urbanizzazione",,,
genereller-gestaltungsplan,Genereller Gestaltungsplan,"Piano generale delle strutture",,,
gis-map,Karte,"Carta",,,
hinweis-gis,Hinweis GIS,Nota SIG,,"#### Lokalisierung

Bitte tragen Sie die Adresse Ihres Bauvorhabens in die Zeile ein oder klicken Sie in die nachfolgende Karte um die Lage des Bauvorhabens in der Karte zu verorten. 

Sie können einen Punkt, eine Linie oder eine Fläche in der Karte zeichnen.",
hinweis-personalien,Hinweis Gesuchsteller/in,Nota persona richiedente,,"<div class=""uk-alert""><p>Wenn die hier erfasste Person zusätzlich Zugang zum Dossier erhalten und über dessen Bearbeitungsfortschritt informiert werden soll, erfassen Sie diese im Menü ""Berechtigungen"".</p>

<p>Um auf das Dossier zuzugreifen, muss die eingeladene Personen auf dem eBau Portal registriert sein. Falls dies noch nicht der Fall ist, wird bei der Einladung automatisch eine E-Mail mit einem Link zur Registrierung versendet.</p></div>",
is-paper,is-paper,is-paper,,,
juristische-person-gesuchstellerin,Handelt es sich um eine juristische Person?,"Si tratta di una persona giuridica?",,,
name-gesuchstellerin,Name,Cognome,,,
name-juristische-person-gesuchstellerin,Name juristische Person,Nome della persona giuridica,,,
nummer-gesuchstellerin,Nummer,Numero,,,
ort-gesuchstellerin,Ort,Luogo,,,
ort-grundstueck,Ort,Luogo,,,
parzelle,Parzelle,Particella,,,
parzellennummer,Parzellennummer,Numero della particella,,,
personalien-gesuchstellerin,Bauherrschaft,"Committenza",,,
personalien-grundeigentumerin,Grundeigentümer/in,Persona proprietaria del fondo,,,
personalien-projektverfasserin,Projektverfasser/in,Progettista,,,
personalien-rechnungsempfaenger,Abweichende(r) Rechnungsempfänger/in,Altra/o destinataria/o della fattura,,,
personalien-titel,Personalien Titel,Dati personali titolo,,### Personalien,
plz-gesuchstellerin,PLZ,NPA,,,
projektaenderung,Projektänderung,Modifica del progetto,,,
sachverhalt,Sachverhalt,Fattispecie,,,
strasse-gesuchstellerin,Strasse,Via,,,
street-and-housenumber,"Strasse/Flurname, Nr.","Via/toponimo, n.",,,
telefon-oder-mobile-gesuchstellerin,Telefon oder Mobile,Telefono o cellulare,,,
vorname-gesuchstellerin,Vorname,Nome,,,
weitere-personen,Sind neben der Bauherrschaft weitere Personen beteiligt?,Oltre alla committenza sono coinvolte altre persone?,,,"Bitte nur Personen erfassen, welche nicht identisch mit der Bauherrschaft sind."
zonenplan,Zonenplan,"Piano delle zone",,,
materielle-vorpruefung,Materielle Vorprüfung,Esame preliminare materiale,,,
vollstaendigkeitspruefung,Vollständigkeitsprüfung,Esame di completezza,,,
complete-material-exam,Vorläufige Prüfung abschliessen,Concludere esame preliminare,,,
materielle-pruefung-titel,Materielle Prüfung Titel,Esame materiale titolo,,### Materielle Prüfung,
beginn-publikation-kantonsamtsblatt,Beginn Publikation Kantonsamtsblatt,Inizio della pubblicazione nel Foglio ufficiale cantonale,,,
beginn-publikationsorgan-gemeinde,Beginn Publikationsorgan der Gemeinde,Inizio della pubblicazione nell'organo di pubblicazione del comune,,,
ende-publikation-kantonsamtsblatt,Ende Publikation Kantonsamtsblatt,Fine della pubblicazione nel Foglio ufficiale cantonale,,,
ende-publikationsorgan-gemeinde,Ende Publikationsorgan der Gemeinde,Fine della pubblicazione nell'organo di pubblicazione del comune,,,
hinweis-publikationsdokumente,Hinweis Publikationsdokumente,Nota documenti da pubblicare,,"**Bitte beachten Sie, dass die Dokumente, welche publiziert werden sollen, im Voraus als Publikationsdokumente in der Dokumentenablage markiert werden müssen.**",
oeffentliche-auflage,Baugesuch inkl. Dokumente in eBau publizieren (während der Publikationsfrist von Gemeinde- und Kantonsamtsblatt),Pubblica in eBau la domanda di costruzione incl. documenti (durante il termine di pubblicazione del Foglio ufficiale comunale e cantonale),,,
publikation-freigeben,Freigeben,Rilascia,,,
publikation-text,Text,Testo,,,
hinweis-pilotphase,Hinweis Pilotphase,Nota fase pilota,,"**Bitte beachten:** Im Moment können nur in folgenden Gemeinden Gesuche digital eingereicht werden:

<style>
table.columnwise {
  display: table;
}
table.columnwise tr {
  display: table-cell;
  width: 33%;
}
table.columnwise tr td {
  display: block;
}
</style>
<table class=""columnwise"" style=""width:100%"">
  <tr>
    <td>Bergün Filisur</td>
    <td>Bonaduz</td>
    <td>Breil/Brigels</td>
    <td>Domleschg</td>
    <td>Felsberg</td>
    <td>Fideris</td>
    <td>Fläsch</td>
    <td>Furna</td>
  </tr>
  <tr>
    <td>Grüsch</td>
    <td>Jenaz</td>
    <td>Jenins</td>
    <td>Klosters</td>
    <td>Küblis</td>
    <td>Luzein</td>
    <td>Masein</td>
    <td>Pontresina</td>
  </tr>
  <tr>
    <td>Samedan</td>
    <td>Schiers</td>
    <td>Seewis im Prättigau</td>
    <td>Tschiertschen-Praden</td>
    <td>Tujetsch</td>
    <td>Untervaz</td>
    <td>Zizers</td>
    <td>&nbsp;</td>
  </tr>
</table>",
test,test,Test,,,
